exercise,class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
shoulder_abduction,incorrect,0.4833027422428131,-0.010111795738339424,-0.9520689249038696,0.9986569285392761,0.49976587295532227,-0.11508043855428696,-0.9217494130134583,0.9974074959754944,0.5075318813323975,-0.09321212023496628,-0.9218942523002625,0.9977601170539856,0.5137819647789001,-0.07830870896577835,-0.9220081567764282,0.9969342350959778,0.46339473128318787,-0.07210756838321686,-1.0003880262374878,0.9984927773475647,0.4458544850349426,-0.06726954132318497,-1.0010225772857666,0.9989113211631775,0.4277944564819336,-0.058899424970149994,-1.0018576383590698,0.9986940622329712,0.4921039044857025,-0.021873116493225098,-0.6400595903396606,0.9973983764648438,0.3644343614578247,-0.026110785081982613,-0.9797938466072083,0.9992571473121643,0.47840768098831177,0.06110062450170517,-0.8275431394577026,0.9988457560539246,0.4470847547054291,0.058606501668691635,-0.9258753657341003,0.9995249509811401,0.5125354528427124,0.2575001120567322,-0.18940362334251404,0.9978432655334473,0.24211840331554413,0.27570921182632446,-0.9950682520866394,0.9996083378791809,0.4888455271720886,0.6008707284927368,0.4157070517539978,0.6741306781768799,0.23099812865257263,0.765588104724884,-0.9680444002151489,0.9805881977081299,0.5299327969551086,0.8049911260604858,0.6874973773956299,0.696889340877533,0.38595104217529297,1.0701767206192017,-0.9179023504257202,0.8887881636619568,0.5233112573623657,0.8396432399749756,0.7292000651359558,0.6206085681915283,0.43951669335365295,1.2131009101867676,-0.9811278581619263,0.8093733787536621,0.5533784627914429,0.8530628681182861,0.6504446268081665,0.6293630599975586,0.4655929505825043,1.1592655181884766,-1.027469515800476,0.8130156993865967,0.5332889556884766,0.8275009393692017,0.6630647778511047,0.6410959362983704,0.4509188234806061,1.1030938625335693,-0.9266505241394043,0.8014077544212341,0.4323495030403137,0.9605643153190613,0.1896945685148239,0.8896419405937195,0.26854702830314636,1.0048106908798218,-0.1896468997001648,0.9195837378501892,0.46473297476768494,1.546617031097412,0.4582497477531433,0.1879793107509613,0.2760881185531616,1.614793062210083,0.12105846405029297,0.40302592515945435,0.4508117139339447,2.043506383895874,1.000423789024353,0.06463556736707687,0.2573862075805664,2.129695177078247,0.5740141272544861,0.2525571584701538,0.42817848920822144,2.1206350326538086,1.0412886142730713,0.06324642151594162,0.21625718474388123,2.2151567935943604,0.605530321598053,0.2646279036998749,0.54087233543396,2.203186511993408,0.7862877249717712,0.19601260125637054,0.38928836584091187,2.2759737968444824,0.22851207852363586,0.241194948554039
shoulder_abduction,incorrect,0.482661634683609,-0.011713925749063492,-0.8970082402229309,0.9987481236457825,0.4993027150630951,-0.11506974697113037,-0.8641222715377808,0.9975608587265015,0.5063819289207458,-0.09757985174655914,-0.8642767667770386,0.9978958368301392,0.5127066969871521,-0.08011447638273239,-0.8643590211868286,0.9971013069152832,0.4602433145046234,-0.08037133514881134,-0.9371427297592163,0.998591423034668,0.44284290075302124,-0.07613659650087357,-0.9377121925354004,0.998989999294281,0.42506957054138184,-0.06990169733762741,-0.9385303258895874,0.9987844824790955,0.49331527948379517,-0.023608101531863213,-0.5869665741920471,0.9975501894950867,0.36192092299461365,-0.026213975623250008,-0.9663802981376648,0.9993139505386353,0.47899383306503296,0.060431141406297684,-0.776046633720398,0.9989086985588074,0.44624051451683044,0.0580303855240345,-0.8658902049064636,0.9995554089546204,0.5170245170593262,0.25777921080589294,-0.15316025912761688,0.9978267550468445,0.24394245445728302,0.28050321340560913,-0.9819148778915405,0.9996303915977478,0.5085976719856262,0.6087888479232788,0.42038655281066895,0.6618647575378418,0.23237979412078857,0.7714276909828186,-0.9637396931648254,0.9803396463394165,0.5297096967697144,0.8170528411865234,0.6330960988998413,0.6841607689857483,0.3831659257411957,1.0893187522888184,-0.879077136516571,0.8812919855117798,0.5272741317749023,0.8838163018226624,0.6567989587783813,0.6052678823471069,0.43922215700149536,1.2313793897628784,-0.9405710101127625,0.7969766855239868,0.5521984100341797,0.8699556589126587,0.5777679681777954,0.6130651831626892,0.46512413024902344,1.1844638586044312,-0.9818512797355652,0.8004391193389893,0.5325213670730591,0.8443896174430847,0.6048640608787537,0.6249178051948547,0.4507445693016052,1.1251815557479858,-0.884482204914093,0.7893030047416687,0.44099587202072144,0.9619064927101135,0.18521112203598022,0.8916749954223633,0.2764076292514801,1.0099060535430908,-0.18503859639167786,0.9213466644287109,0.46656760573387146,1.55449378490448,0.4920739531517029,0.18504928052425385,0.28084367513656616,1.6256529092788696,0.1980324387550354,0.40941107273101807,0.4515213966369629,2.0545918941497803,1.0917770862579346,0.06505957245826721,0.25807851552963257,2.1354105472564697,0.7253750562667847,0.2602066397666931,0.4293598532676697,2.135655641555786,1.135170578956604,0.06210971623659134,0.2207866907119751,2.2221286296844482,0.7658562660217285,0.26909339427948,0.5393837690353394,2.214858293533325,0.8604229688644409,0.2010147124528885,0.38605761528015137,2.2800278663635254,0.37805983424186707,0.2497137039899826
shoulder_abduction,incorrect,0.4812944531440735,-0.013081965036690235,-1.0369033813476562,0.9988212585449219,0.4988936483860016,-0.11620566993951797,-1.0052324533462524,0.9976639151573181,0.5060847997665405,-0.10560976713895798,-1.0053198337554932,0.9979866147041321,0.5120190382003784,-0.10291901975870132,-1.0053528547286987,0.9971987009048462,0.4581924080848694,-0.08895910531282425,-1.0777919292449951,0.9986680746078491,0.44083961844444275,-0.08474426716566086,-1.0784896612167358,0.9990547895431519,0.42322152853012085,-0.07948250323534012,-1.0792969465255737,0.9988557696342468,0.4937220513820648,-0.02541891671717167,-0.7196691036224365,0.9976473450660706,0.3568325638771057,-0.02659575082361698,-1.0387976169586182,0.999359130859375,0.4818679392337799,0.0579146184027195,-0.912722110748291,0.998953104019165,0.44697341322898865,0.05814273655414581,-1.0032495260238647,0.999578595161438,0.5173715353012085,0.25673362612724304,-0.24353881180286407,0.9977318048477173,0.24367642402648926,0.2919425666332245,-1.059840440750122,0.9996436834335327,0.5173487663269043,0.6093596816062927,0.3895091712474823,0.6497625112533569,0.23938679695129395,0.7859671711921692,-1.0314935445785522,0.9800719618797302,0.5318259000778198,0.8375683426856995,0.6346012353897095,0.6756514310836792,0.3828701078891754,1.1114633083343506,-0.9754852056503296,0.8757103085517883,0.5366255640983582,0.9204437136650085,0.6753267645835876,0.5941265225410461,0.43906158208847046,1.271202564239502,-1.0399248600006104,0.7879906296730042,0.5551465749740601,0.9031400084495544,0.5941174030303955,0.6020413637161255,0.4653721749782562,1.2266271114349365,-1.0851777791976929,0.7921472191810608,0.5350624918937683,0.8768421411514282,0.6074315309524536,0.6139199137687683,0.45162233710289,1.1653448343276978,-0.9845905303955078,0.7808550000190735,0.4431421160697937,0.9621811509132385,0.18544678390026093,0.8829169869422913,0.2811059355735779,1.0115388631820679,-0.18526439368724823,0.916194498538971,0.476345956325531,1.555076241493225,0.4920719563961029,0.18199299275875092,0.2877815365791321,1.6302605867385864,0.17872580885887146,0.4058803915977478,0.4669627547264099,2.061143159866333,1.0881001949310303,0.0660829097032547,0.2714838683605194,2.1480143070220947,0.6888104677200317,0.2665032744407654,0.44499748945236206,2.1434671878814697,1.1294357776641846,0.06227754428982735,0.23330684006214142,2.2373406887054443,0.727435827255249,0.27805495262145996,0.5543898344039917,2.2228498458862305,0.8574053645133972,0.20859281718730927,0.40231746435165405,2.2922444343566895,0.3502565026283264,0.25930190086364746
shoulder_abduction,incorrect,0.46806472539901733,-0.01744508184492588,-0.9486764669418335,0.9989298582077026,0.4822239875793457,-0.10564065724611282,-0.9113361239433289,0.9978728890419006,0.49477943778038025,-0.0977114737033844,-0.9111546277999878,0.9981657862663269,0.5060180425643921,-0.09569203108549118,-0.9108259081840515,0.9974461793899536,0.42988842725753784,-0.08794566988945007,-0.9414329528808594,0.998787522315979,0.40810316801071167,-0.08101627975702286,-0.941677451133728,0.9991409778594971,0.38707205653190613,-0.07526496797800064,-0.9420715570449829,0.9989593029022217,0.4930430054664612,-0.03021549992263317,-0.6477729082107544,0.9978498220443726,0.34547120332717896,-0.02682930789887905,-0.8126386404037476,0.9994169473648071,0.48062166571617126,0.050288379192352295,-0.8516836166381836,0.9990418553352356,0.43859225511550903,0.05666469410061836,-0.8776370286941528,0.9996142983436584,0.5169892907142639,0.25682005286216736,-0.2207382470369339,0.9977713227272034,0.24934160709381104,0.29249289631843567,-0.8634397387504578,0.9996650218963623,0.4917922616004944,0.6236490607261658,0.3902811110019684,0.6298511624336243,0.24492859840393066,0.7830288410186768,-0.8450368642807007,0.9788890480995178,0.531083881855011,0.8682829141616821,0.6107118725776672,0.6468216776847839,0.38141050934791565,1.1089199781417847,-0.8545125722885132,0.8703126907348633,0.538573145866394,0.9598140120506287,0.6684514880180359,0.5679600834846497,0.4311594069004059,1.2586257457733154,-0.9033528566360474,0.7817983031272888,0.5543586015701294,0.9530823230743408,0.5774842500686646,0.5777193903923035,0.45988088846206665,1.223478078842163,-0.9418958425521851,0.7872713804244995,0.5347261428833008,0.9229217767715454,0.577057957649231,0.5908092856407166,0.44994744658470154,1.1628549098968506,-0.8661964535713196,0.7774495482444763,0.4450858533382416,0.9606238603591919,0.16781654953956604,0.8682668805122375,0.28950661420822144,1.010705590248108,-0.16718091070652008,0.9056259989738464,0.47726377844810486,1.5647785663604736,0.3957550823688507,0.16996607184410095,0.29732006788253784,1.6335699558258057,0.08383794873952866,0.38892197608947754,0.476712167263031,2.072767734527588,0.8861772418022156,0.06188943237066269,0.2813890278339386,2.1473119258880615,0.4037506580352783,0.2517666220664978,0.45979443192481995,2.1563267707824707,0.9142284393310547,0.05778283625841141,0.24573108553886414,2.2369046211242676,0.4249132573604584,0.2612941265106201,0.5552535653114319,2.23249888420105,0.6514616012573242,0.1975300908088684,0.40240082144737244,2.2898972034454346,0.05241968482732773,0.24829991161823273
shoulder_abduction,incorrect,0.4638431966304779,-0.020967040210962296,-0.9229985475540161,0.9990295171737671,0.4766294062137604,-0.10282626748085022,-0.8871245384216309,0.9980663657188416,0.49078431725502014,-0.09609492868185043,-0.8870671987533569,0.9983315467834473,0.5041081309318542,-0.09388330578804016,-0.8869013786315918,0.9976758360862732,0.42129987478256226,-0.08804867416620255,-0.9345658421516418,0.998897910118103,0.3980860114097595,-0.07910899817943573,-0.9348872303962708,0.9992201328277588,0.375598281621933,-0.07283596694469452,-0.9353970289230347,0.9990545511245728,0.49281376600265503,-0.03404856100678444,-0.6149646639823914,0.9980400204658508,0.33879804611206055,-0.027082381770014763,-0.8207849264144897,0.9994704127311707,0.48020848631858826,0.04634010046720505,-0.8124213218688965,0.9991254210472107,0.4346741735935211,0.05635499209165573,-0.8677664995193481,0.9996479153633118,0.516637921333313,0.25681865215301514,-0.1895754486322403,0.9978368878364563,0.2507229447364807,0.29220050573349,-0.8668305277824402,0.9996867179870605,0.48419028520584106,0.6398669481277466,0.3697285056114197,0.6053479909896851,0.2496504783630371,0.7817479968070984,-0.845775306224823,0.9776294231414795,0.5309290289878845,0.8984203934669495,0.5448204278945923,0.6190654635429382,0.3779682219028473,1.114788293838501,-0.8646138310432434,0.8638557195663452,0.5437860488891602,0.9937751889228821,0.5839077830314636,0.5440559983253479,0.4248350262641907,1.2817213535308838,-0.9185674786567688,0.7750966548919678,0.5553601980209351,0.9900252819061279,0.49491286277770996,0.5562469959259033,0.45697492361068726,1.2540454864501953,-0.9577324986457825,0.7825575470924377,0.5351797342300415,0.9578872323036194,0.5085504651069641,0.5705939531326294,0.4489940106868744,1.191229224205017,-0.8760368227958679,0.7741183638572693,0.44778531789779663,0.9609805345535278,0.16679249703884125,0.836950957775116,0.2936035692691803,1.0130198001861572,-0.16587784886360168,0.8816903233528137,0.47963446378707886,1.5809627771377563,0.3702974021434784,0.15682482719421387,0.3001386523246765,1.6467113494873047,0.03835063800215721,0.36348870396614075,0.4829638600349426,2.0961365699768066,0.861290454864502,0.05709226429462433,0.2867720127105713,2.1616480350494385,0.350626140832901,0.23215359449386597,0.4669744372367859,2.1819868087768555,0.8888772130012512,0.05311528965830803,0.2502453923225403,2.2531661987304688,0.36948272585868835,0.24095115065574646,0.5608144998550415,2.2537457942962646,0.620537519454956,0.18458610773086548,0.4100935459136963,2.2990503311157227,-0.016316458582878113,0.23221132159233093
shoulder_abduction,incorrect,0.4649352431297302,-0.002835938474163413,-0.8447033762931824,0.9991180896759033,0.47677820920944214,-0.07297191023826599,-0.808249831199646,0.9982395172119141,0.4907658100128174,-0.06971033662557602,-0.8081369400024414,0.9984811544418335,0.5040615797042847,-0.068736232817173,-0.8079538345336914,0.9978839755058289,0.4219846725463867,-0.0646568238735199,-0.8593289256095886,0.9989956617355347,0.4000450670719147,-0.05892755836248398,-0.8595525622367859,0.9992902278900146,0.3789750635623932,-0.05461641028523445,-0.8599910736083984,0.9991384148597717,0.4926373362541199,-0.028198037296533585,-0.5293559432029724,0.9982107281684875,0.33893144130706787,-0.019705334678292274,-0.7548699975013733,0.9995176792144775,0.48023954033851624,0.05494559183716774,-0.7325671911239624,0.9992020726203918,0.43576160073280334,0.06352066248655319,-0.7938053607940674,0.9996783137321472,0.5174016356468201,0.2651791572570801,-0.18765997886657715,0.9979864954948425,0.2509091794490814,0.2985318601131439,-0.7937142252922058,0.9997079968452454,0.48451319336891174,0.6527701020240784,0.2943193316459656,0.6026048064231873,0.2513138949871063,0.7823933362960815,-0.79263836145401,0.9772527813911438,0.5358561873435974,0.9170040488243103,0.3295765519142151,0.6001226305961609,0.3830189108848572,1.1142383813858032,-0.8480777740478516,0.8566625714302063,0.5546640753746033,1.0086538791656494,0.32363247871398926,0.5258714556694031,0.4224744737148285,1.2697365283966064,-0.9089587330818176,0.7667052149772644,0.5612468719482422,1.0080524682998657,0.23540714383125305,0.5403119921684265,0.4557172358036041,1.2358444929122925,-0.9502254724502563,0.7755809426307678,0.5403021574020386,0.9761102795600891,0.2892552614212036,0.5558091998100281,0.4489494860172272,1.1751186847686768,-0.8631377220153809,0.7683655619621277,0.45147648453712463,0.965269148349762,0.14833328127861023,0.8244913220405579,0.2947309613227844,1.0183311700820923,-0.14705774188041687,0.8704720139503479,0.4827856421470642,1.5812737941741943,0.3334912061691284,0.14394676685333252,0.29858604073524475,1.6442418098449707,0.026357105001807213,0.33675336837768555,0.4864114224910736,2.102857828140259,0.8149453401565552,0.05216516554355621,0.28391149640083313,2.162818431854248,0.31687214970588684,0.21183091402053833,0.47179073095321655,2.188037157058716,0.8435901403427124,0.048541147261857986,0.2480994462966919,2.2532873153686523,0.3340851068496704,0.21950390934944153,0.5584577322006226,2.2615914344787598,0.5638488531112671,0.16920189559459686,0.4066545069217682,2.3008599281311035,-0.07384002208709717,0.2128051370382309
shoulder_abduction,incorrect,0.46495214104652405,0.007326179184019566,-0.7996776700019836,0.9991962313652039,0.4766218662261963,-0.05722440034151077,-0.7650465965270996,0.9983925223350525,0.4904545247554779,-0.05497569590806961,-0.7649505734443665,0.9986140131950378,0.5036603212356567,-0.05385500565171242,-0.7648065090179443,0.9980688095092773,0.423088937997818,-0.05140456184744835,-0.8170320391654968,0.9990812540054321,0.4016030430793762,-0.04712508246302605,-0.8172786831855774,0.9993518590927124,0.3809982240200043,-0.04399937391281128,-0.8177383542060852,0.9992117881774902,0.4924865663051605,-0.021664084866642952,-0.4927451014518738,0.9983634948730469,0.3404347896575928,-0.014054902829229832,-0.7193386554718018,0.9995597004890442,0.47999900579452515,0.06108046695590019,-0.6891821622848511,0.9992711544036865,0.43577560782432556,0.06809461861848831,-0.7525039315223694,0.9997055530548096,0.5188804864883423,0.2709481418132782,-0.18611404299736023,0.9981170892715454,0.25144606828689575,0.3038543164730072,-0.7546900510787964,0.9997263550758362,0.4854130148887634,0.6691396236419678,0.2597716450691223,0.596678614616394,0.2510283589363098,0.7818085551261902,-0.7487825155258179,0.9766730070114136,0.5354676246643066,0.9119862914085388,0.27251148223876953,0.5744474530220032,0.3832448124885559,1.1104896068572998,-0.7932827472686768,0.8448947668075562,0.558118462562561,1.0178709030151367,0.26165103912353516,0.5028466582298279,0.419991672039032,1.2624937295913696,-0.8534210324287415,0.7530626654624939,0.5628134608268738,1.0171120166778564,0.17584623396396637,0.5191651582717896,0.45361238718032837,1.2262705564498901,-0.8937426805496216,0.7635130286216736,0.5419923067092896,0.9845409393310547,0.23246920108795166,0.5355414748191833,0.44818300008773804,1.1668545007705688,-0.8073728680610657,0.7577039003372192,0.4514126777648926,0.9669826030731201,0.1377004086971283,0.8071195483207703,0.2837621867656708,1.0498602390289307,-0.13631288707256317,0.8551608324050903,0.48199886083602905,1.5839558839797974,0.286950021982193,0.13243906199932098,0.2980971932411194,1.6430972814559937,-0.0033924784511327744,0.3129051625728607,0.4845820963382721,2.111069917678833,0.7407292723655701,0.0478208027780056,0.28199344873428345,2.1651618480682373,0.255920946598053,0.19343939423561096,0.47007083892822266,2.1963307857513428,0.7657582759857178,0.044451963156461716,0.24548694491386414,2.254868745803833,0.2693557143211365,0.19987623393535614,0.5582544207572937,2.2703652381896973,0.47624045610427856,0.1554778814315796,0.39924463629722595,2.3045103549957275,-0.14737451076507568,0.1952548772096634
shoulder_abduction,incorrect,0.46333932876586914,0.007836150005459785,-0.7078087329864502,0.9992629289627075,0.4725686013698578,-0.05681447312235832,-0.6687771081924438,0.9985213279724121,0.4855654835700989,-0.05470661446452141,-0.6688156723976135,0.998724102973938,0.49808892607688904,-0.052636612206697464,-0.6686832904815674,0.9982234835624695,0.42209964990615845,-0.05143927037715912,-0.7181357145309448,0.9991529583930969,0.40066900849342346,-0.04750563204288483,-0.7184451818466187,0.9994034767150879,0.3796835243701935,-0.04423803463578224,-0.7190917134284973,0.9992745518684387,0.4870230555534363,-0.018642136827111244,-0.40053144097328186,0.9984858632087708,0.3407800793647766,-0.012512432411313057,-0.6102451682090759,0.9995942711830139,0.4797372817993164,0.06473878771066666,-0.5994649529457092,0.9993277192115784,0.43554773926734924,0.0705498605966568,-0.6592800617218018,0.9997274279594421,0.5193418264389038,0.2824452221393585,-0.047933243215084076,0.9980540871620178,0.251699298620224,0.3093179166316986,-0.6765908002853394,0.9997313022613525,0.4859224259853363,0.6875959038734436,0.27178579568862915,0.5743783712387085,0.24930186569690704,0.7853550314903259,-0.6622783541679382,0.9729582071304321,0.5424119234085083,0.9603912234306335,0.37699276208877563,0.5396466851234436,0.37101179361343384,1.1045151948928833,-0.7115344405174255,0.8308866024017334,0.5677626132965088,1.0531096458435059,0.3810959756374359,0.4745755195617676,0.40833529829978943,1.2599345445632935,-0.7715948820114136,0.7412752509117126,0.5707714557647705,1.0599267482757568,0.297959566116333,0.49224868416786194,0.44435828924179077,1.2200981378555298,-0.8103755116462708,0.7544899582862854,0.5480855703353882,1.0279725790023804,0.34093523025512695,0.5096585750579834,0.44018930196762085,1.1611156463623047,-0.7249284982681274,0.7502334117889404,0.45311933755874634,1.0303009748458862,0.14255841076374054,0.7697693109512329,0.2876664698123932,1.0452351570129395,-0.14120349287986755,0.8228886127471924,0.4776651859283447,1.5967566967010498,0.25893738865852356,0.12201409786939621,0.2973450720310211,1.6471912860870361,-0.04620428383350372,0.28922635316848755,0.48357468843460083,2.1269125938415527,0.6801487803459167,0.043706487864255905,0.28026342391967773,2.1758735179901123,0.18746644258499146,0.17595402896404266,0.46735820174217224,2.2137632369995117,0.7003340125083923,0.04056679457426071,0.24378272891044617,2.268505573272705,0.19778789579868317,0.1819867491722107,0.554388165473938,2.278822183609009,0.416836678981781,0.14254531264305115,0.39773043990135193,2.3096730709075928,-0.20046386122703552,0.17921406030654907
shoulder_abduction,incorrect,0.4620879590511322,0.006217403803020716,-0.7539918422698975,0.9993281960487366,0.4711347222328186,-0.05805573612451553,-0.7173882722854614,0.9986498951911926,0.4837724566459656,-0.05651184543967247,-0.7174242734909058,0.9988355040550232,0.4959590435028076,-0.05412043258547783,-0.7173433899879456,0.998378336429596,0.42187437415122986,-0.05265093594789505,-0.7688040137290955,0.9992255568504333,0.4004439413547516,-0.048801716417074203,-0.7691518068313599,0.9994555711746216,0.37934616208076477,-0.0453847199678421,-0.7697606682777405,0.9993374347686768,0.4851204454898834,-0.017827404662966728,-0.4461243152618408,0.9986140727996826,0.3410782516002655,-0.01196310855448246,-0.6634018421173096,0.9996294975280762,0.47897616028785706,0.06448887288570404,-0.6427016854286194,0.9993849992752075,0.43469709157943726,0.07040950655937195,-0.7068721055984497,0.9997503757476807,0.5217422246932983,0.2854611277580261,-0.07326977699995041,0.9980692267417908,0.251808762550354,0.3140793442726135,-0.7037456631660461,0.9997416138648987,0.48639100790023804,0.6868118643760681,0.25273606181144714,0.5619741082191467,0.23603549599647522,0.7848338484764099,-0.6771508455276489,0.9718768000602722,0.5472026467323303,0.953039288520813,0.29883497953414917,0.514009416103363,0.3531992435455322,1.0888396501541138,-0.7169102430343628,0.8242788314819336,0.5843403339385986,1.0620901584625244,0.2993318736553192,0.45294472575187683,0.38609522581100464,1.2473028898239136,-0.7735861539840698,0.7346723079681396,0.5868239998817444,1.0721989870071411,0.21350228786468506,0.4719259440898895,0.4242557883262634,1.2198323011398315,-0.8070917129516602,0.7495880126953125,0.5506009459495544,1.00529146194458,0.2595731317996979,0.48993828892707825,0.4086052477359772,1.1136444807052612,-0.7278527021408081,0.7461535334587097,0.4525110721588135,1.0079656839370728,0.13976600766181946,0.748682975769043,0.29094475507736206,1.044002652168274,-0.1385076344013214,0.8068784475326538,0.4775872826576233,1.592690110206604,0.2631581425666809,0.1139548122882843,0.29619741439819336,1.6457055807113647,-0.04231519252061844,0.2761569023132324,0.48193708062171936,2.119550943374634,0.6660298705101013,0.040667302906513214,0.28030234575271606,2.1731865406036377,0.1728743463754654,0.16318480670452118,0.4656178951263428,2.206092357635498,0.6851643323898315,0.037514008581638336,0.2455277442932129,2.2654194831848145,0.181491881608963,0.16775284707546234,0.5534099340438843,2.272592067718506,0.41115841269493103,0.13343003392219543,0.3966759145259857,2.308558940887451,-0.21056599915027618,0.1685008853673935
shoulder_abduction,incorrect,0.4524368345737457,0.006166636943817139,-0.7622607946395874,0.9993840456008911,0.46677929162979126,-0.055687788873910904,-0.7216958403587341,0.9987580180168152,0.48029476404190063,-0.05345745012164116,-0.7216134667396545,0.9989262819290161,0.4928840696811676,-0.05186961963772774,-0.7214891314506531,0.9985035061836243,0.4172183871269226,-0.05173707380890846,-0.7716100811958313,0.9992899894714355,0.3963164687156677,-0.04806145653128624,-0.7719175815582275,0.9995018243789673,0.3765479624271393,-0.04464099183678627,-0.7725933790206909,0.999394416809082,0.4851466715335846,-0.014197899028658867,-0.43666061758995056,0.99871426820755,0.3409747779369354,-0.01088068075478077,-0.6460463404655457,0.9996619820594788,0.4737008213996887,0.06537791341543198,-0.647131085395813,0.9994308948516846,0.42707639932632446,0.07090020179748535,-0.7085927724838257,0.9997705817222595,0.524613082408905,0.2987655699253082,-0.049713559448719025,0.9980545043945312,0.25167232751846313,0.3174059987068176,-0.6912457346916199,0.999758780002594,0.49003666639328003,0.6877962946891785,0.4696827828884125,0.5382709503173828,0.17717353999614716,0.7859048843383789,-0.6953716278076172,0.9714612364768982,0.5591487884521484,0.9499414563179016,0.6607666611671448,0.4793568551540375,0.32813918590545654,1.0758254528045654,-0.7420067191123962,0.8117283582687378,0.5929466485977173,1.0426563024520874,0.6945375204086304,0.4230087399482727,0.35587355494499207,1.230289101600647,-0.8003793954849243,0.7182815670967102,0.5954519510269165,1.0473262071609497,0.6136112213134766,0.4418927729129791,0.39574772119522095,1.1751806735992432,-0.8353227376937866,0.7342471480369568,0.5608046054840088,0.9928985834121704,0.6284083724021912,0.4600012004375458,0.380736768245697,1.0891878604888916,-0.7526381611824036,0.7316362857818604,0.4597426950931549,1.0050057172775269,0.14264924824237823,0.7204105257987976,0.3047260642051697,1.0460762977600098,-0.14147570729255676,0.7878471612930298,0.4898090958595276,1.6287931203842163,0.30039268732070923,0.1053120344877243,0.3000567555427551,1.6892701387405396,-0.014293340034782887,0.25811222195625305,0.501637876033783,2.1545419692993164,0.759669303894043,0.037592582404613495,0.2973285913467407,2.208570957183838,0.21346183121204376,0.14961101114749908,0.4890909194946289,2.243884325027466,0.7882484197616577,0.0344325453042984,0.2675463855266571,2.2998545169830322,0.21996793150901794,0.15344101190567017,0.5718562602996826,2.3027184009552,0.4884931147098541,0.1245044469833374,0.4122990071773529,2.341055393218994,-0.09972764551639557,0.15633434057235718
